ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment
IND_1110,Delhi,1,4,Dusty,Regular,3.4,14.24,2.5,35.6,False,18,Regular
IND_1111,Mumbai,10,7,Dusty,Regular,22.7,41.93,1.0,41.93,True,10,Premium
IND_1112,Pune,13,7,Dusty,Regular,3.4,12.67,1.0,12.67,True,6,Budget
IND_1113,Chennai,19,2,Dusty,Regular,11.4,18.8,1.2,22.56,True,12,Budget
IND_1114,Ahmedabad,18,7,Dusty,Diwali,15.0,13.02,2.16,28.12,True,13,Budget
IND_1115,Mumbai,5,7,Clear,Holi,16.7,28.81,1.8,51.86,True,14,Premium
IND_1116,Bangalore,9,1,Hot,Regular,8.6,15.58,1.5,23.37,True,11,Budget
IND_1117,Hyderabad,5,3,Heavy_Rain,Regular,12.1,9.57,1.5,14.36,True,15,Regular
IND_1118,Ahmedabad,20,6,Light_Rain,Diwali,23.8,14.61,2.592,37.87,True,15,Regular
IND_1119,Kolkata,20,7,Dusty,Regular,8.6,12.13,2.0,24.26,True,17,Budget
IND_1120,Hyderabad,8,2,Hot,Eid,2.7,9.96,2.7,26.89,True,18,Budget
IND_1121,Pune,21,5,Clear,Eid,18.1,20.96,2.16,45.27,False,13,Budget
IND_1122,Bangalore,11,3,Light_Rain,Regular,14.6,25.04,1.32,33.05,True,10,Regular
IND_1123,Pune,23,4,Hot,Regular,7.6,22.74,2.5,56.85,False,16,Budget
IND_1124,Hyderabad,16,1,Hot,Regular,19.8,24.22,1.1,26.64,True,7,Budget
IND_1125,Chennai,19,6,Humid,Holi,23.9,17.66,2.16,38.15,False,14,Premium
IND_1126,Chennai,4,7,Heavy_Rain,Regular,11.1,15.83,1.5,23.75,True,13,Budget
IND_1127,Bangalore,7,7,Light_Rain,Regular,4.1,14.89,1.2,17.87,False,7,Budget
IND_1128,Pune,22,2,Hot,Regular,10.7,17.81,1.5,26.71,True,8,Budget
IND_1129,Bangalore,12,7,Heavy_Rain,Eid,20.9,24.61,2.97,73.09,True,22,Budget
IND_1130,Mumbai,7,5,Light_Rain,Regular,7.4,25.87,1.2,31.04,True,12,Premium
IND_1131,Bangalore,15,2,Clear,Holi,8.9,11.86,1.9800000000000002,23.48,True,12,Budget
IND_1132,Ahmedabad,1,3,Hot,Holi,5.8,15.87,2.7,42.85,True,12,Regular
IND_1133,Delhi,20,7,Hot,Regular,20.6,15.7,1.2,18.84,True,11,Budget
IND_1134,Ahmedabad,20,6,Hot,Regular,19.7,10.94,1.5,16.41,True,10,Regular
IND_1135,Ahmedabad,16,3,Hot,Regular,9.7,13.96,1.0,13.96,True,6,Budget
IND_1136,Pune,21,1,Light_Rain,Diwali,9.8,26.75,3.5,93.62,False,19,Regular
IND_1137,Ahmedabad,13,1,Hot,Eid,2.9,18.28,2.5740000000000003,47.05,True,18,Regular
IND_1138,Chennai,13,3,Dusty,Eid,19.6,8.4,1.8,15.12,True,11,Budget
IND_1139,Mumbai,19,1,Heavy_Rain,Regular,2.8,37.16,1.7999999999999998,66.89,False,19,Budget
IND_1140,Ahmedabad,13,3,Heavy_Rain,Regular,17.8,10.17,1.6500000000000001,16.78,False,15,Budget
IND_1141,Delhi,12,5,Dusty,Diwali,9.8,26.65,1.8,47.97,True,8,Premium
IND_1142,Delhi,13,1,Light_Rain,Regular,8.0,18.97,1.2,22.76,True,6,Regular
IND_1143,Hyderabad,13,3,Dusty,Regular,19.9,12.71,1.0,12.71,True,12,Regular
IND_1144,Chennai,0,4,Light_Rain,Diwali,20.0,19.17,3.5,67.09,False,20,Premium
IND_1145,Hyderabad,7,1,Dusty,Eid,7.1,18.39,1.9800000000000002,36.41,True,14,Budget
IND_1146,Mumbai,10,3,Heavy_Rain,Eid,20.9,19.55,3.5,68.42,True,24,Budget
IND_1147,Pune,1,6,Humid,Diwali,16.5,19.67,3.5,68.84,False,21,Regular
IND_1148,Chennai,9,7,Heavy_Rain,Regular,17.5,8.5,2.25,19.12,True,22,Regular
IND_1149,Pune,0,7,Heavy_Rain,Regular,19.1,27.8,3.0,83.4,True,19,Regular
IND_1150,Delhi,3,4,Light_Rain,Holi,24.8,25.13,2.16,54.28,True,16,Premium
IND_1151,Pune,11,7,Light_Rain,Regular,22.7,14.3,1.2,17.16,True,11,Regular
IND_1152,Kolkata,16,5,Humid,Regular,7.2,13.06,1.1,14.37,True,13,Budget
IND_1153,Bangalore,12,3,Clear,Regular,21.1,25.26,1.0,25.26,True,6,Regular
IND_1154,Pune,13,4,Light_Rain,Regular,2.7,13.26,1.2,15.91,True,12,Premium
IND_1155,Hyderabad,5,5,Dusty,Regular,17.7,24.18,1.0,24.18,True,12,Regular
IND_1156,Hyderabad,5,4,Heavy_Rain,Regular,22.1,10.98,1.5,16.47,True,14,Premium
IND_1157,Ahmedabad,14,2,Dusty,Regular,12.2,10.14,1.0,10.14,True,9,Budget
IND_1158,Kolkata,5,2,Hot,Regular,24.1,7.1,1.0,7.1,True,8,Regular
IND_1159,Ahmedabad,12,1,Hot,Eid,22.3,13.99,2.3400000000000003,32.74,True,17,Budget
IND_1160,Mumbai,11,4,Dusty,Regular,16.5,28.2,1.0,28.2,True,12,Regular
IND_1161,Delhi,23,2,Heavy_Rain,Regular,17.1,15.26,2.25,34.34,True,17,Budget
IND_1162,Delhi,14,6,Hot,Regular,7.6,17.98,1.3,23.37,True,9,Budget
IND_1163,Chennai,18,3,Humid,Diwali,19.5,10.52,2.7,28.4,False,21,Regular
IND_1164,Chennai,9,6,Light_Rain,Regular,16.6,16.08,1.44,23.16,True,10,Regular
IND_1165,Bangalore,4,5,Heavy_Rain,Regular,10.8,22.74,1.5,34.11,True,17,Budget
IND_1166,Mumbai,8,3,Dusty,Regular,19.1,44.88,1.2,53.86,True,15,Premium
IND_1167,Kolkata,16,3,Hot,Regular,23.3,16.73,1.1,18.4,True,13,Budget
IND_1168,Delhi,10,2,Heavy_Rain,Holi,7.2,18.4,3.5,64.4,True,25,Budget
IND_1169,Mumbai,23,7,Humid,Holi,19.1,25.91,2.7,69.96,False,13,Budget
IND_1170,Delhi,1,4,Humid,Regular,7.7,17.89,2.5,44.73,False,18,Premium
IND_1171,Ahmedabad,5,1,Humid,Eid,14.7,8.19,1.8,14.74,True,16,Premium
IND_1172,Chennai,1,2,Light_Rain,Holi,15.5,17.88,3.5,62.58,False,22,Budget
IND_1173,Delhi,6,4,Clear,Regular,3.9,16.54,1.0,16.54,True,7,Budget
IND_1174,Pune,3,6,Hot,Regular,16.8,20.19,1.1,22.21,True,7,Budget
IND_1175,Chennai,15,6,Light_Rain,Eid,13.7,16.74,2.16,36.16,True,14,Budget
IND_1176,Chennai,20,4,Clear,Regular,23.8,16.29,1.5,24.43,True,13,Budget
IND_1177,Bangalore,2,7,Hot,Regular,9.0,28.51,1.1,31.36,True,11,Regular
IND_1178,Hyderabad,3,7,Light_Rain,Holi,9.1,13.19,2.3760000000000003,31.34,False,13,Regular
IND_1179,Bangalore,10,2,Light_Rain,Regular,11.1,13.44,1.2,16.13,True,7,Premium
IND_1180,Pune,23,3,Light_Rain,Eid,12.9,25.27,3.5,88.44,True,17,Regular
IND_1181,Kolkata,14,3,Hot,Regular,11.1,13.26,1.4300000000000002,18.96,False,10,Regular
IND_1182,Bangalore,14,7,Heavy_Rain,Diwali,20.8,14.04,2.7,37.91,True,20,Budget
IND_1183,Kolkata,17,5,Dusty,Holi,20.3,16.26,1.9800000000000002,32.19,True,10,Budget
IND_1184,Ahmedabad,23,5,Hot,Diwali,20.0,12.07,3.5,42.25,True,17,Regular
IND_1185,Pune,1,1,Clear,Regular,9.9,19.22,2.0,38.44,True,10,Budget
IND_1186,Kolkata,23,4,Light_Rain,Regular,5.5,11.48,1.7999999999999998,20.66,True,12,Budget
IND_1187,Chennai,17,5,Heavy_Rain,Regular,2.5,21.13,1.5,31.7,True,18,Regular
IND_1188,Kolkata,14,6,Light_Rain,Holi,9.4,10.42,2.16,22.51,True,15,Regular
IND_1189,Chennai,19,6,Clear,Holi,4.7,14.98,2.7,40.45,True,20,Regular
IND_1190,Mumbai,16,3,Clear,Regular,12.1,15.96,1.0,15.96,True,9,Regular
IND_1191,Delhi,23,1,Humid,Diwali,24.4,29.95,3.5,104.83,False,19,Premium
IND_1192,Ahmedabad,19,6,Light_Rain,Regular,3.7,15.89,1.7999999999999998,28.6,True,17,Premium
IND_1193,Kolkata,2,2,Dusty,Regular,9.8,14.92,1.1,16.41,True,9,Budget
IND_1194,Pune,0,1,Light_Rain,Eid,11.8,13.92,3.2399999999999998,45.1,True,20,Regular
IND_1195,Hyderabad,18,3,Dusty,Regular,15.3,11.21,1.2,13.45,True,9,Budget
IND_1196,Mumbai,4,5,Heavy_Rain,Diwali,9.5,24.46,2.7,66.04,True,18,Budget
IND_1197,Hyderabad,6,7,Heavy_Rain,Diwali,5.2,23.28,2.97,69.14,False,25,Budget
IND_1198,Hyderabad,12,1,Hot,Regular,11.2,11.5,1.4300000000000002,16.45,True,8,Premium
IND_1199,Delhi,5,7,Light_Rain,Diwali,23.6,29.03,2.16,62.7,True,12,Budget
IND_1200,Kolkata,15,3,Humid,Diwali,23.7,7.24,1.9800000000000002,14.34,True,12,Premium
IND_1201,Chennai,2,4,Dusty,Eid,7.3,19.92,1.9800000000000002,39.44,True,9,Premium
IND_1202,Kolkata,1,2,Light_Rain,Holi,15.0,8.92,3.2399999999999998,28.9,False,18,Budget
IND_1203,Hyderabad,23,6,Heavy_Rain,Eid,16.2,22.0,3.5,77.0,False,27,Premium
IND_1204,Bangalore,11,1,Light_Rain,Diwali,13.4,16.12,2.16,34.82,True,12,Budget
IND_1205,Kolkata,0,4,Clear,Regular,22.1,20.7,1.5,31.05,True,13,Regular
IND_1206,Bangalore,5,1,Clear,Eid,22.6,11.84,1.8,21.31,True,12,Premium
IND_1207,Ahmedabad,4,7,Humid,Regular,16.6,11.05,1.1,12.16,True,7,Budget
IND_1208,Kolkata,19,6,Dusty,Diwali,13.0,18.23,3.5,63.8,False,19,Budget
IND_1209,Hyderabad,21,1,Dusty,Diwali,18.5,12.8,3.5,44.8,False,17,Budget
IND_1210,Kolkata,22,4,Dusty,Regular,14.0,15.66,2.0,31.32,True,10,Budget
IND_1211,Mumbai,23,7,Hot,Regular,3.1,20.94,1.5,31.41,False,12,Regular
IND_1212,Hyderabad,5,4,Heavy_Rain,Diwali,15.2,16.23,2.7,43.82,False,24,Premium
IND_1213,Hyderabad,14,5,Heavy_Rain,Regular,12.1,20.66,1.5,30.99,True,19,Budget
IND_1214,Ahmedabad,17,4,Dusty,Diwali,17.4,11.45,1.8,20.61,False,11,Regular
IND_1215,Bangalore,3,2,Hot,Regular,4.6,21.01,1.0,21.01,True,8,Budget
IND_1216,Delhi,16,2,Hot,Regular,23.6,34.97,1.0,34.97,True,10,Regular
IND_1217,Hyderabad,23,6,Heavy_Rain,Regular,15.8,10.58,3.5,37.03,False,26,Budget
IND_1218,Bangalore,11,2,Clear,Regular,5.8,22.69,1.0,22.69,True,11,Budget
IND_1219,Pune,6,3,Clear,Regular,8.8,26.12,1.1,28.73,True,9,Budget
IND_1220,Chennai,0,1,Heavy_Rain,Regular,14.8,13.3,3.5,46.55,True,28,Budget
IND_1221,Bangalore,15,7,Light_Rain,Regular,24.4,29.53,1.2,35.44,True,7,Budget
IND_1222,Hyderabad,7,7,Heavy_Rain,Diwali,7.2,24.13,2.7,65.15,True,18,Regular
IND_1223,Bangalore,6,4,Light_Rain,Regular,8.3,16.55,1.2,19.86,True,10,Regular
IND_1224,Ahmedabad,7,6,Hot,Eid,20.9,14.04,1.9800000000000002,27.8,True,16,Regular
IND_1225,Kolkata,8,1,Hot,Regular,22.5,8.69,1.2,10.43,True,9,Regular
IND_1226,Ahmedabad,9,2,Humid,Diwali,4.0,16.51,2.7,44.58,True,16,Regular
IND_1227,Ahmedabad,22,4,Hot,Diwali,16.7,18.25,3.5,63.88,True,21,Premium
IND_1228,Kolkata,13,6,Heavy_Rain,Eid,3.9,8.52,2.97,25.3,True,22,Regular
IND_1229,Chennai,3,7,Dusty,Regular,14.9,22.24,1.1,24.46,True,12,Regular
IND_1230,Mumbai,19,1,Humid,Regular,20.3,43.62,2.0,87.24,False,19,Budget
IND_1231,Pune,12,6,Dusty,Diwali,10.0,23.97,1.9800000000000002,47.46,True,13,Premium
IND_1232,Pune,21,1,Light_Rain,Regular,6.2,20.98,1.7999999999999998,37.76,False,16,Regular
IND_1233,Ahmedabad,8,3,Dusty,Eid,10.1,19.55,2.16,42.23,True,12,Budget
IND_1234,Chennai,5,2,Humid,Regular,21.9,19.02,1.1,20.92,True,12,Budget
IND_1235,Ahmedabad,2,3,Heavy_Rain,Regular,14.4,17.47,1.5,26.2,True,14,Premium
IND_1236,Pune,10,5,Hot,Regular,6.3,16.27,1.2,19.52,True,10,Budget
IND_1237,Ahmedabad,11,7,Light_Rain,Holi,9.4,8.45,2.16,18.25,True,15,Regular
IND_1238,Bangalore,12,5,Dusty,Diwali,6.6,11.81,1.9800000000000002,23.38,True,10,Budget
IND_1239,Bangalore,12,1,Dusty,Regular,22.2,25.97,1.0,25.97,True,7,Regular
IND_1240,Hyderabad,17,2,Dusty,Eid,2.6,11.82,1.8,21.28,True,10,Regular
IND_1241,Hyderabad,4,1,Heavy_Rain,Holi,24.2,22.58,2.97,67.06,True,21,Regular
IND_1242,Hyderabad,13,2,Humid,Regular,11.2,17.78,1.1,19.56,True,11,Premium
IND_1243,Chennai,13,3,Heavy_Rain,Holi,9.4,14.07,2.7,37.99,True,23,Regular
IND_1244,Bangalore,3,7,Humid,Regular,12.9,16.27,1.0,16.27,True,11,Regular
IND_1245,Hyderabad,14,3,Humid,Regular,3.2,18.52,1.1,20.37,True,6,Premium
IND_1246,Ahmedabad,17,6,Clear,Eid,13.0,16.18,1.8,29.12,True,9,Regular
IND_1247,Chennai,23,1,Dusty,Regular,13.3,19.97,1.5,29.95,True,9,Budget
IND_1248,Chennai,10,2,Humid,Regular,22.1,24.09,1.0,24.09,True,13,Regular
IND_1249,Mumbai,19,1,Dusty,Regular,10.2,18.59,1.2,22.31,True,12,Regular
IND_1250,Hyderabad,7,5,Light_Rain,Regular,6.2,19.04,1.32,25.13,True,9,Budget
IND_1251,Pune,18,6,Dusty,Regular,20.5,16.24,1.5,24.36,False,12,Budget
IND_1252,Kolkata,5,6,Hot,Eid,13.5,9.77,1.9800000000000002,19.34,True,12,Regular
IND_1253,Delhi,10,4,Clear,Regular,7.9,32.22,1.0,32.22,True,5,Budget
IND_1254,Bangalore,0,5,Clear,Diwali,9.5,16.13,3.5,56.45,True,22,Premium
IND_1255,Ahmedabad,5,5,Light_Rain,Eid,4.2,15.88,2.16,34.3,True,14,Premium
IND_1256,Bangalore,16,2,Hot,Diwali,16.3,28.71,1.8,51.68,True,11,Budget
IND_1257,Bangalore,18,5,Light_Rain,Diwali,13.4,22.07,3.5,77.25,True,25,Premium
IND_1258,Pune,14,1,Dusty,Regular,3.5,13.68,1.0,13.68,True,12,Budget
IND_1259,Pune,1,3,Clear,Regular,20.7,26.28,2.5,65.7,True,16,Regular
IND_1260,Delhi,21,6,Heavy_Rain,Regular,14.9,28.15,3.0,84.45,False,22,Budget
IND_1261,Ahmedabad,6,3,Dusty,Regular,11.3,11.9,1.1,13.09,False,6,Regular
IND_1262,Pune,9,4,Heavy_Rain,Regular,17.7,10.05,1.5,15.08,True,15,Premium
IND_1263,Bangalore,20,3,Dusty,Diwali,14.3,10.94,2.7,29.54,True,17,Regular
IND_1264,Pune,23,5,Humid,Regular,6.1,16.05,2.5,40.12,False,13,Budget
IND_1265,Hyderabad,22,3,Clear,Regular,6.7,11.51,2.5,28.77,True,11,Budget
IND_1266,Delhi,9,1,Light_Rain,Regular,20.7,31.12,1.2,37.34,True,14,Budget
IND_1267,Pune,1,2,Light_Rain,Regular,7.7,21.7,2.4,52.08,True,16,Premium
IND_1268,Chennai,13,6,Clear,Regular,20.9,14.41,1.0,14.41,True,9,Regular
IND_1269,Pune,1,6,Hot,Holi,17.2,13.24,3.5,46.34,False,16,Regular
IND_1270,Delhi,5,5,Heavy_Rain,Holi,23.7,17.9,2.97,53.16,True,20,Premium
IND_1271,Delhi,12,7,Light_Rain,Diwali,14.8,23.45,2.16,50.65,False,10,Budget
IND_1272,Mumbai,12,2,Clear,Regular,18.0,17.02,1.1,18.72,True,9,Budget
IND_1273,Mumbai,21,5,Light_Rain,Regular,6.8,24.54,2.4,58.9,False,12,Premium
IND_1274,Bangalore,11,4,Light_Rain,Regular,3.3,17.6,1.2,21.12,True,8,Regular
IND_1275,Kolkata,21,6,Hot,Diwali,22.0,8.04,2.16,17.37,True,12,Budget
IND_1276,Kolkata,1,1,Dusty,Diwali,11.4,15.01,3.5,52.53,False,21,Budget
IND_1277,Delhi,21,2,Clear,Regular,2.1,13.34,1.5,20.01,True,8,Budget
IND_1278,Mumbai,18,5,Clear,Diwali,16.9,42.32,3.5,148.12,True,19,Regular
IND_1279,Ahmedabad,23,2,Dusty,Regular,16.1,11.49,2.5,28.73,True,18,Budget
IND_1280,Kolkata,7,2,Heavy_Rain,Regular,18.8,21.45,1.6500000000000001,35.39,False,20,Budget
IND_1281,Chennai,4,1,Hot,Regular,18.3,17.21,1.0,17.21,True,6,Regular
IND_1282,Hyderabad,12,4,Hot,Regular,18.9,15.55,1.4300000000000002,22.24,True,9,Regular
IND_1283,Bangalore,23,5,Light_Rain,Holi,7.0,13.82,3.2399999999999998,44.78,True,20,Regular
IND_1284,Kolkata,14,5,Hot,Eid,16.8,10.2,2.3400000000000003,23.87,True,15,Budget
IND_1285,Pune,1,2,Light_Rain,Eid,14.7,11.98,3.5,41.93,True,18,Premium
IND_1286,Hyderabad,12,5,Dusty,Holi,8.3,20.68,1.8,37.22,True,13,Regular
IND_1287,Bangalore,13,3,Hot,Holi,22.0,12.61,2.5740000000000003,32.46,True,19,Regular
IND_1288,Mumbai,21,1,Clear,Diwali,2.5,42.61,2.16,92.04,True,10,Premium
IND_1289,Bangalore,6,3,Clear,Eid,16.3,16.31,1.9800000000000002,32.29,False,15,Budget
IND_1290,Bangalore,4,2,Hot,Diwali,14.2,22.37,1.8,40.27,True,13,Regular
IND_1291,Chennai,22,7,Light_Rain,Diwali,17.3,10.49,3.5,36.72,False,15,Premium
IND_1292,Ahmedabad,5,7,Clear,Regular,17.8,17.63,1.1,19.39,True,7,Premium
IND_1293,Kolkata,10,1,Heavy_Rain,Diwali,6.1,16.36,3.5,57.26,True,21,Premium
IND_1294,Hyderabad,20,3,Heavy_Rain,Regular,20.2,21.37,2.25,48.08,True,23,Budget
IND_1295,Pune,5,3,Heavy_Rain,Holi,13.8,27.66,2.7,74.68,False,24,Budget
IND_1296,Chennai,8,4,Hot,Eid,2.9,20.75,2.7,56.03,True,14,Regular
IND_1297,Bangalore,19,1,Dusty,Regular,2.4,17.61,1.5,26.41,True,9,Regular
IND_1298,Pune,10,3,Humid,Regular,24.9,17.07,1.5,25.61,True,15,Regular
IND_1299,Hyderabad,15,3,Heavy_Rain,Diwali,23.0,23.62,2.7,63.77,True,24,Premium
IND_1300,Mumbai,4,7,Clear,Holi,3.7,26.2,1.8,47.16,False,10,Budget
IND_1301,Mumbai,23,7,Heavy_Rain,Regular,22.9,17.11,3.5,59.88,True,27,Budget
IND_1302,Delhi,19,1,Clear,Regular,5.2,33.11,1.2,39.73,True,14,Budget
IND_1303,Pune,21,2,Light_Rain,Diwali,18.5,16.35,3.5,57.23,True,19,Budget
IND_1304,Bangalore,15,3,Dusty,Regular,15.6,27.22,1.1,29.94,True,5,Budget
IND_1305,Hyderabad,8,2,Humid,Regular,24.4,19.9,1.5,29.85,True,11,Regular
IND_1306,Hyderabad,5,4,Dusty,Regular,15.6,18.23,1.0,18.23,True,7,Budget
IND_1307,Hyderabad,16,1,Dusty,Regular,7.8,20.82,1.0,20.82,True,9,Premium
IND_1308,Pune,2,6,Dusty,Regular,2.3,23.14,1.0,23.14,True,11,Premium
IND_1309,Delhi,18,3,Dusty,Regular,9.3,20.24,1.5,30.36,True,11,Budget
IND_1310,Hyderabad,7,5,Light_Rain,Diwali,17.9,14.97,2.3760000000000003,35.57,True,17,Premium
IND_1311,Ahmedabad,14,2,Light_Rain,Regular,19.3,12.45,1.2,14.94,True,12,Budget
IND_1312,Bangalore,12,3,Clear,Regular,20.2,23.24,1.0,23.24,True,13,Budget
IND_1313,Mumbai,12,4,Light_Rain,Eid,9.8,15.65,2.3760000000000003,37.18,False,17,Premium
IND_1314,Hyderabad,15,5,Dusty,Regular,12.0,24.1,1.0,24.1,True,10,Budget
IND_1315,Delhi,2,3,Dusty,Regular,16.0,15.25,1.1,16.78,True,9,Budget
IND_1316,Chennai,20,2,Heavy_Rain,Regular,9.1,18.51,3.0,55.53,False,21,Budget
IND_1317,Bangalore,11,5,Hot,Diwali,2.4,17.4,1.8,31.32,True,11,Budget
IND_1318,Kolkata,20,4,Heavy_Rain,Regular,9.8,18.91,3.0,56.73,False,21,Budget
IND_1319,Hyderabad,22,5,Humid,Holi,20.7,12.23,3.5,42.8,True,15,Regular
IND_1320,Delhi,12,7,Light_Rain,Regular,9.4,24.17,1.32,31.9,True,13,Premium
IND_1321,Ahmedabad,12,7,Light_Rain,Regular,19.7,16.25,1.2,19.5,True,6,Budget
IND_1322,Mumbai,10,3,Humid,Regular,14.9,38.51,1.2,46.21,True,8,Premium
IND_1323,Hyderabad,19,5,Clear,Eid,18.9,20.5,2.16,44.28,True,16,Budget
IND_1324,Mumbai,9,3,Light_Rain,Holi,8.8,15.86,3.2399999999999998,51.39,True,17,Budget
IND_1325,Bangalore,14,6,Hot,Regular,5.6,18.88,1.3,24.54,True,8,Budget
IND_1326,Ahmedabad,9,2,Humid,Holi,9.4,7.22,1.8,13.0,True,15,Budget
IND_1327,Pune,17,1,Dusty,Regular,16.9,16.52,1.0,16.52,True,11,Regular
IND_1328,Kolkata,18,7,Humid,Diwali,22.3,7.84,3.5,27.44,True,21,Premium
IND_1329,Delhi,16,2,Dusty,Holi,4.1,20.29,1.8,36.52,True,12,Regular
IND_1330,Ahmedabad,12,5,Clear,Regular,11.6,17.27,1.0,17.27,True,6,Budget
IND_1331,Bangalore,3,7,Heavy_Rain,Holi,7.5,22.9,2.7,61.83,False,24,Budget
IND_1332,Hyderabad,7,2,Light_Rain,Regular,9.3,14.59,1.32,19.26,False,12,Budget
IND_1333,Pune,17,1,Clear,Holi,15.6,12.97,1.9800000000000002,25.68,False,15,Regular
IND_1334,Kolkata,16,7,Light_Rain,Regular,6.9,15.04,1.2,18.05,True,9,Budget
IND_1335,Hyderabad,19,3,Heavy_Rain,Holi,9.5,12.43,3.2399999999999998,40.27,True,25,Budget
IND_1336,Pune,6,2,Clear,Diwali,10.9,11.03,1.8,19.85,True,13,Regular
IND_1337,Hyderabad,18,7,Heavy_Rain,Eid,12.7,19.01,3.2399999999999998,61.59,True,28,Budget
IND_1338,Chennai,0,2,Light_Rain,Regular,9.7,16.49,3.0,49.47,False,16,Premium
IND_1339,Bangalore,15,4,Humid,Regular,8.6,29.74,1.0,29.74,True,6,Budget
IND_1340,Mumbai,19,1,Clear,Eid,23.4,24.1,2.7,65.07,True,21,Budget
IND_1341,Hyderabad,13,6,Heavy_Rain,Diwali,8.4,19.11,2.7,51.6,False,24,Budget
IND_1342,Hyderabad,3,6,Dusty,Regular,20.2,22.96,1.1,25.26,True,6,Regular
IND_1343,Ahmedabad,18,6,Humid,Eid,8.2,16.14,2.7,43.58,False,19,Budget
IND_1344,Pune,0,1,Hot,Regular,21.1,16.84,1.5,25.26,True,7,Budget
IND_1345,Chennai,22,3,Dusty,Regular,6.7,12.54,2.5,31.35,False,18,Budget
IND_1346,Mumbai,20,1,Humid,Regular,21.7,31.77,2.0,63.54,True,13,Regular
IND_1347,Mumbai,9,3,Clear,Regular,10.4,39.62,1.5,59.43,True,14,Budget
IND_1348,Bangalore,10,6,Dusty,Eid,11.4,21.6,2.16,46.66,True,12,Budget
IND_1349,Ahmedabad,21,5,Hot,Eid,24.1,8.12,2.7,21.92,True,14,Budget
IND_1350,Bangalore,1,3,Humid,Regular,24.6,12.9,2.0,25.8,True,16,Budget
IND_1351,Bangalore,6,7,Dusty,Regular,3.9,18.38,1.0,18.38,True,9,Regular
IND_1352,Mumbai,8,5,Dusty,Holi,19.0,35.52,2.16,76.72,True,14,Regular
IND_1353,Kolkata,17,4,Humid,Regular,20.8,10.29,1.0,10.29,True,11,Premium
IND_1354,Ahmedabad,4,7,Dusty,Regular,6.3,7.01,1.0,7.01,True,12,Regular
IND_1355,Chennai,7,7,Hot,Eid,21.0,17.21,1.8,30.98,False,10,Budget
IND_1356,Hyderabad,5,7,Dusty,Diwali,3.5,15.69,1.8,28.24,True,11,Budget
IND_1357,Chennai,10,4,Heavy_Rain,Holi,9.0,18.53,3.2399999999999998,60.04,True,24,Regular
IND_1358,Mumbai,15,3,Heavy_Rain,Diwali,7.9,29.21,2.97,86.75,True,24,Budget
IND_1359,Kolkata,21,4,Clear,Regular,2.9,14.31,1.2,17.17,True,10,Budget
IND_1360,Delhi,14,4,Dusty,Eid,7.6,34.63,1.8,62.33,True,13,Regular
IND_1361,Ahmedabad,6,5,Hot,Diwali,2.2,8.67,1.8,15.61,True,12,Regular
IND_1362,Ahmedabad,8,6,Humid,Regular,20.4,13.96,1.5,20.94,False,14,Regular
IND_1363,Ahmedabad,5,4,Heavy_Rain,Regular,5.7,10.77,1.5,16.16,True,17,Premium
IND_1364,Ahmedabad,15,2,Clear,Regular,19.8,17.49,1.0,17.49,True,5,Budget
IND_1365,Kolkata,21,5,Hot,Holi,18.4,19.13,2.16,41.32,False,11,Regular
IND_1366,Mumbai,14,4,Heavy_Rain,Regular,18.1,15.62,1.5,23.43,True,13,Budget
IND_1367,Chennai,13,5,Dusty,Regular,3.5,9.48,1.0,9.48,True,9,Budget
IND_1368,Bangalore,3,1,Light_Rain,Diwali,15.1,23.29,2.3760000000000003,55.34,True,15,Regular
IND_1369,Ahmedabad,2,7,Dusty,Holi,15.4,8.51,1.8,15.32,True,9,Budget
IND_1370,Mumbai,11,1,Humid,Regular,2.3,30.74,1.0,30.74,True,5,Premium
IND_1371,Hyderabad,15,7,Light_Rain,Holi,17.3,16.13,2.16,34.84,False,13,Regular
IND_1372,Delhi,4,6,Light_Rain,Regular,13.7,31.81,1.2,38.17,True,14,Budget
IND_1373,Bangalore,7,6,Hot,Regular,16.4,28.75,1.0,28.75,True,11,Budget
IND_1374,Kolkata,12,1,Light_Rain,Regular,18.7,12.61,1.32,16.65,True,13,Regular
IND_1375,Bangalore,15,5,Humid,Regular,16.9,25.11,1.0,25.11,True,9,Budget
IND_1376,Delhi,13,5,Clear,Regular,3.5,13.95,1.0,13.95,True,5,Budget
IND_1377,Chennai,14,6,Heavy_Rain,Eid,21.2,18.29,2.7,49.38,True,21,Budget
IND_1378,Bangalore,15,3,Clear,Regular,13.3,16.85,1.0,16.85,True,7,Budget
IND_1379,Chennai,19,5,Light_Rain,Eid,23.3,13.51,2.592,35.02,True,16,Budget
IND_1380,Pune,8,3,Humid,Regular,17.4,12.58,1.5,18.87,True,10,Regular
IND_1381,Chennai,6,6,Dusty,Eid,18.4,17.4,1.8,31.32,True,13,Budget
IND_1382,Chennai,20,2,Light_Rain,Regular,20.2,22.12,1.44,31.85,True,15,Budget
IND_1383,Pune,15,6,Heavy_Rain,Regular,12.6,15.49,1.5,23.23,True,14,Premium
IND_1384,Pune,0,1,Light_Rain,Regular,23.5,26.63,2.4,63.91,True,15,Regular
IND_1385,Pune,6,3,Clear,Regular,16.4,18.3,1.0,18.3,True,8,Budget
